"Dominika Cichońska AK et al. ","2021","A pilot investigation into the influence of electronic cigarettes on oral bacteria","Advances in Dermatology and Allergology/Postȩpy Dermatologii i Alergologii","38","6","1092-1098","TRUE","","","",""
"Terence P Thornberry MD et al. ","2016","The impact of adolescent risk behavior on partner relationships","Advances in life course research","28","","6-21","TRUE","","","",""
"Carolina Henao-Rodríguez MG et al. ","2020","Econometric Algorithms Applied to the Incidence of Income on Satisfaction with Quality of Life in Latin American Capitals","Advances in Swarm Intelligence","12145","","669-677","TRUE","","","",""
"Jaeggi SM, Shah P","2018","Special Topic: Neuroscience, Learning, and Educational Practice—Challenges, Promises, and Applications","AERA open","4","1","","TRUE","","","",""
"Amudal.at Issa MB et al. ","2021","Relationships between cardiovascular signs and neurological signs in asphyxiated neonates in Ilorin, North Central Nigeria","African Health Sciences","21","2","743-752","TRUE","","","",""
"Suegnet Smit LD, Hay J","2020","The development of education for learners with diverse learning needs in the South African context: A bio-ecological systems analysis","African Journal of Disability","9","","","TRUE","","","",""
"Phal.a TA, Hugo A","2022","Difficulties in teaching Grade 3 learners with reading problems in full-service schools in South Africa","African Journal of Disability","11","","","TRUE","","","",""
"Opoku MP","2022","Special educators’ intentions towards supporting practice of inclusive education for students with disabilities in secondary schools in Ghana","African Journal of Disability","11","","","TRUE","","","",""
"Raimundo N, Shadel GS","2009","A radical mitochondrial view of autophagy-related pathology","Aging","1","4","354-356","TRUE","","","",""
"Zhang S, Moss SF","2017","Cell recruitment in gastric carcinogenesis","Aging (Albany NY)","9","1","1-2","TRUE","","","",""
"Hui Zhou HZ, Puntmann VO","2019","Non-infarcted myocardium bears the weight in CVD","Aging (Albany NY)","11","6","1609-1610","TRUE","","","",""
"Oge Arum JA et al. ","2015","Do altered energy metabolism or spontaneous locomotion ‘mediate’ decelerated senescence?","Aging Cell","14","3","483-490","TRUE","","","",""
"Toby J Townsend SJ, Wilson P","2016","Analysing reduced tillage practices within a bio-economic modelling framework","Agricultural Systems","146","","91-102","TRUE","","","",""
"N Andrieu LH et al. ","2021","Covid-19 management by farmers and policymakers in Burkina Faso, Colombia and France: Lessons for climate action","Agricultural Systems","190","","103092-103092","TRUE","","","",""
"Layman E, Civita N","2022","Decolonizing agriculture in the United States: Centering the knowledges of women and people of color to support relational farming practices","Agriculture and Human Values","","","1-14","TRUE","","","",""
"Brenes DG","2005","LA RENTABILIDAD ECONÓMICA DE LA INDUSTRIA AGROALIMENTARIA EN EL MERCADO DEL ACEITE DE OLIVA. EL CASO DE ANDALUCÍA¹","Agroalim","10","21","43-55","TRUE","","","",""
"alexis Mercado KC, Testa P","2007","Tendencias organizativas y tecnológicas de la industria agroalimentaria global y su manifestación en Venezuela","Agroalim","12","24","85-103","TRUE","","","",""
"Caique Carval.ho Medauar AA et al. ","2020","Climatic characterization and evaluation of the need for supplementary irrigation for cacao in southern Bahia, Brazil","Agron. colomb.","38","2","272-279","TRUE","","","",""
"Tsyganov V","2021","Artificial intelligence, public control, and supply of a vital commodity like COVID-19 vaccine","Ai & Society","","","1-10","TRUE","","","",""
"Barry Carpenter JC et al. ","2016","The Engagement for Learning Framework: connecting with learning and evidencing progress for children with autism spectrum conditions","AIA","2","1","12-23","TRUE","","","",""
"Kenneth Brown DH et al. ","2022","Accelerated Wind-Turbine Wake Recovery Through Actuation of the Tip-Vortex Instability","AIAA Journal","60","5","3298-3310","TRUE","","","",""
"Manu Krishnan IA, Tarazaga P","2022","Data-Driven Modeling of Vibrations in Turbofan Engines Under Different Operating Conditions","AIAA Journal","60","10","6005-6019","TRUE","","","",""
"Renner R, Wolf R","2023","Quantum Advantage in Cryptography","AIAA Journal","61","5","1895-1910","TRUE","","","",""
"al-Khawaja S, Asfour OS","2023","The impact of COVID-19 on the importance and use of public parks in Saudi Arabia","Ain Shams Engineering Journal","","","","TRUE","","","",""
"Victor Olagundoye MQ, Burrow R","2022","Stress, anxiety, and erosion of trust: maternity staff experiences with incident management","AJOG Global Reports","2","4","","TRUE","","","",""
"Van Thiel DH","1996","Liver Transplantation for Alcoholics with Terminal Liver Disease","Alcohol Health and Research World","20","4","261-265","TRUE","","","",""
"Sridevi Bal.araman JD et al. ","2013","Dysregulation of microRNA Expression and Function Contributes to the Etiology of Fetal Alcohol Spectrum Disorders","Alcohol Res","35","1","18-24","TRUE","","","",""
"Kevin D Shield CP, Rehm J","2014","Chronic Diseases and Conditions Related to Alcohol Use","Alcohol Res","35","2","155-171","TRUE","","","",""
"Lasek AW, Heberlein U","2008","Viral Delivery of Small-Hairpin RNAs for Reducing Gene Expression In The Rodent Brain","Alcohol Research & Health","31","3","259-260","TRUE","","","",""
"Grucza RA, Bierut LJ","2006","Co-Occurring Risk Factors for Alcohol Dependence and Habitual Smoking","Alcohol Research & Health","29","3","172-178","TRUE","","","",""
"Anisman H, Merali Z","1999","Understanding Stress: Characteristics and Caveats","Alcohol Research & Health","23","4","241-249","TRUE","","","",""
"Silva WR, Espindola E","2016","Professor da escola básica representado na escrita reflexiva acadêmica do aluno mestre","Alfa, rev. linguíst. (São José Rio Preto)","60","1","147-173","TRUE","","","",""
"Vilson J LEFFA AF, dos Santos KIELING H","2021","O ENSINO DA LÍNGUA ESTRANGEIRA EM CONFLITO: A BUSCA DE ATITUDES CRÍTICAS CONCILIADORAS","Alfa, rev. linguíst. (São José Rio Preto)","65","","","TRUE","","","",""
"Amit Langote AM et al. ","2015","Inadvertent Transmission of Polycystic Kidney Disease in Kidney Transplantation","Am J Case Rep","16","","115-118","TRUE","","","",""
"Mariana S Parahuleva JF et al. ","2017","New Task Force Criteria Provide Evolution in Diagnosis of Arrhythmogenic Cardiomyopathy in Patients without Typical Progression of the Disease","Am J Case Rep","18","","299-303","TRUE","","","",""
"Yu Huang MT et al. ","2018","Living Donor Liver Transplantation for Wilson’s Disease Associated with Fulminant Hepatic Failure: A Case Report","Am J Case Rep","19","","304-308","TRUE","","","",""
"Deming MS","2019","A Case of Polymyalgia Rheumatica Following Robotic-Assisted Radical Prostatectomy for High-Grade Prostate Cancer","Am J Case Rep","20","","474-477","TRUE","","","",""
"Christine Shieh AB et al. ","2020","Atypical Reactivation of Varicella Zoster Virus Associated with Pancreatitis in a Heart Transplant Patient","Am J Case Rep","21","","","TRUE","","","",""
"Frank J Vocci JA, Elkashef A","2005","Medication development for addictive disorders: the state of the science","Am J Psychiatry","","","","TRUE","","","",""
"Smith EA, Malone RE","2003","Altria Means Tobacco: Philip Morris’s Identity Crisis","Am J Public Health","93","4","553-556","TRUE","","","",""
"Jocelyn Pan EM et al. ","2005","Smoke-free airlines and the role of organized labor: a case study","Am J Public Health","","","","TRUE","","","",""
"Elizabeth A Smith KT et al. ","2008","If you know you exist, it's just marketing poison: meanings of tobacco industry targeting in the lesbian, gay, bisexual, and transgender community","Am J Public Health","","","","TRUE","","","",""
"Tomljenovic L, Shaw CA","2012","Who Profits From Uncritical Acceptance of Biased Estimates of Vaccine Efficacy and Safety?","Am J Public Health","102","9","13-14","TRUE","","","",""
"Schurr TG, Sherry ST","2015","Mitochondrial DNA and Y chromosome diversity and the peopling of the Americas: evolutionary and demographic evidence","Am. J. Hum. Biol","","","","TRUE","","","",""
"Klintworth GK","1977","The cornea--structure and macromolecules in health and disease. A review","Am. J. Pathol","","","","TRUE","","","",""
"Arriaza BT","1993","Seronegative spondyloarthropathies and diffuse idiopathic skeletal hyperostosis in ancient northern Chile","Am. J. Phys. Anthropol","","","","TRUE","","","",""
"Janet Montgomery JA et al. ","2005","Continuity or colonization in Anglo-Saxon England? Isotope evidence for mobility, subsistence practice, and status at West Heslerton","Am. J. Phys. Anthropol","","","","TRUE","","","",""
"Scherer AK","2007","Population structure of the Classic period Maya","Am. J. Phys. Anthropol","","","","TRUE","","","",""
"Robins AH","2009","The evolution of light skin color: role of vitamin D disputed","Am. J. Phys. Anthropol","","","","TRUE","","","",""
"Lars Fehren-Schmitz MR et al. ","2010","Pre-Columbian population dynamics in coastal southern Peru: A diachronic investigation of mtDNA patterns in the Palpa region by ancient DNA analysis","Am. J. Phys. Anthropol","","","","TRUE","","","",""
"Benjamin T Fuller BC et al. ","2012","Isotopic reconstruction of human diet and animal husbandry practices during the Classical-Hellenistic, imperial, and Byzantine periods at Sagalassos, Turkey","Am. J. Phys. Anthropol","","","","TRUE","","","",""
"Francesca Tassi SG et al. ","2013","Genetic evidence does not support an etruscan origin in Anatolia","Am. J. Phys. Anthropol","152","1","11-18","TRUE","","","",""
"Romy Müller CA, Brown TA","2014","Biomolecular identification of ancient Mycobacterium tuberculosis complex DNA in human remains from Britain and continental Europe","Am. J. Phys. Anthropol","","","","TRUE","","","",""
"Shai Chazin OS et al. ","2021","Skin lesions and acute kidney injury in a kidney transplant recipient","Am. J. Transplant","21","6","2298-2300","TRUE","","","",""
"Holger Rupp RM, Leinweber P","2017","Plant available phosphorus in soil as predictor for the leaching potential: Insights from long-term lysimeter studies","Ambio","47","Suppl 1","103-113","TRUE","","","",""
"Lea Ranacher IW et al. ","2020","Social dimensions of a forest-based bioeconomy: A summary and synthesis","Ambio","49","12","1851-1859","TRUE","","","",""
"Julie Viollaz BL et al. ","2021","Using crime script analysis to understand wildlife poaching in Vietnam","Ambio","50","7","1378-1393","TRUE","","","",""
"Das S, Mishra AJ","2022","Climate change and the Western Himalayan community: Exploring the local perspective through food choices","Ambio","","","1-12","TRUE","","","",""
"Dorsey DB","1978","A perspective on the autopsy","American journal of clinical pathology","69","2 Suppl","","TRUE","","","",""
"Regina Day, Langhout DR et al. ","2021","Teaching and Learning During A Pandemic: How one Graduate Community Psychology Class Quickly Incorporated Healing Justice Into Our Practices","American Journal of Community Psychology","","","","TRUE","","","",""
"Strassburg MA","1982","The global eradication of smallpox","American Journal of Infection Control","10","2","53-59","TRUE","","","",""
"Margret Torshamar Georgsdottir SS, Gunnthorsdottir H","2021","“This Is the Result of Something Else”: Experiences of Men That Abused Drugs and Had Experienced Childhood Trauma","American Journal of Men's Health","15","2","","TRUE","","","",""
"Tarun Reddy Katapally DR, Muhajarine N","2016","The Influence of Weather Variation, Urban Design and Built Environment on Objectively Measured Sedentary Behaviour in Children","AMS Public Health","3","4","663-681","TRUE","","","",""
"Camila Bueno Requena HA et al. ","2014","Case for diagnosis*","An Bras Dermatol","89","2","359-360","TRUE","","","",""
"Katlein França JL et al. ","2014","Women in medicine and dermatology: history and advances*","An Bras Dermatol","89","1","182-183","TRUE","","","",""
"Margarita Larralde BF et al. ","2017","Infantile myofibromatosis*","An Bras Dermatol","92","6","854-857","TRUE","","","",""
"Rodrigo Vasconi Sáez Brown DH et al. ","2020","Mortality from malignant skin melanoma in elderly Brazilians: 2001 to 2016☆☆☆","An Bras Dermatol","96","1","34-39","TRUE","","","",""
"Gómez JL, Betancur JG","2017","Cosmovisión nonuya e imagen poscolonial en el arte colombiano: una mirada a la obra de Abel Rodríguez","An. Inst. Investig. Estét","39","111","245-275","TRUE","","","",""
